std_smiles,heavy_atom_count,pains_alert_count,pains_alert_names,smiles,name,source_id
COc1c(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)cc(C)nc1C,29.0,0.0,,COc1c(OCc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)cc(C)nc1C,PH-CBR-2016-001-HVAC-04351-0,PH-CBR-2016-001-HVAC-04351-0
CC(=C/C(=O)O)/C(=C/c1ccc2cc3c(cc2c1)C(C)(C)CCC3(C)C)c1cccc(C(=O)O)c1,35.0,0.0,,CC(=C/C(=O)O)/C(=C/c1ccc2cc3c(cc2c1)C(C)(C)CCC3(C)C)c1cccc(C(=O)O)c1,BMS-188184,PH-CBR-2016-001-HVAC-07539-0
Cc1ccc(OC(C)(C)[C@@H]2OC[C@@H](C/C=C\CCC(=O)O)[C@H](c3cccnc3)O2)c([N+](=O)[O-])c1,34.0,0.0,,Cc1ccc(OC(C)(C)[C@@H]2OC[C@@H](C/C=C\CCC(=O)O)[C@H](c3cccnc3)O2)c([N+](=O)[O-])c1,PH-CBR-2016-001-HVAC-10510-0,PH-CBR-2016-001-HVAC-10510-0
CC(C)(C)c1ccc(C#Cc2ccc(C(=O)O)cc2)cc1OC1CCCCO1,28.0,0.0,,CC(C)(C)c1ccc(C#Cc2ccc(C(=O)O)cc2)cc1OC1CCCCO1,PH-CBR-2016-001-HVAC-09342-0,PH-CBR-2016-001-HVAC-09342-0
O=P(O)(O)[C@H](CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)O,25.0,0.0,,O=P(O)(O)[C@H](CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)O,PH-CBR-2016-001-HVAC-04581-0,PH-CBR-2016-001-HVAC-04581-0
CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,23.0,0.0,,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,PH-CBR-2016-001-HVAC-09382-0,PH-CBR-2016-001-HVAC-09382-0
Cc1ccc(-c2nc(CCCC[C@H]3CO[C@@](C)(C(=O)O)OC3)c(C)o2)cc1,27.0,0.0,,Cc1ccc(-c2nc(CCCC[C@H]3CO[C@@](C)(C(=O)O)OC3)c(C)o2)cc1,PH-CBR-2016-001-HVAC-05654-0,PH-CBR-2016-001-HVAC-05654-0
COc1cc2nc(C(C)(C)C)sc2cc1NC(=S)SCCC(=O)O,24.0,0.0,,COc1cc2nc(C(C)(C)C)sc2cc1NC(=S)SCCC(=O)O,CGP-20376,PH-CBR-2016-001-HVAC-03620-0
CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,18.0,0.0,,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,PH-CBR-2016-001-HVAC-01457-0,PH-CBR-2016-001-HVAC-01457-0
CC(C)(CS(=O)(=O)c1ccc(OC(=O)C(C)(C)c2ccc(C(C)(C)C(=O)Oc3ccc(S(=O)(=O)CC(C)(C)C(=O)O)cc3)cc2)cc1)C(=O)O,50.0,0.0,,CC(C)(CS(=O)(=O)c1ccc(OC(=O)C(C)(C)c2ccc(C(C)(C)C(=O)Oc3ccc(S(=O)(=O)CC(C)(C)C(=O)O)cc3)cc2)cc1)C(=O)O,PH-CBR-2016-001-HVAC-04391-0,PH-CBR-2016-001-HVAC-04391-0
CCCCCCCCCCCCCCN(C(=O)CCCCCCCCCCC)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(=O)CN,43.0,0.0,,CCCCCCCCCCCCCCN(C(=O)CCCCCCCCCCC)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(=O)CN,PH-CBR-2016-001-HVAC-10937-0,PH-CBR-2016-001-HVAC-10937-0
COc1c(C(O)CCc2ccc(O)cc2)c(OCCN2CCCCC2)c(OC)c2occc12,33.0,0.0,,COc1c(C(O)CCc2ccc(O)cc2)c(OCCN2CCCCC2)c(OC)c2occc12,PH-CBR-2016-001-HVAC-01131-0,PH-CBR-2016-001-HVAC-01131-0
O=C(O)c1cc(NC(=O)C(Cc2ccccc2F)NC(=O)c2cc3[nH]cnc3cc2C(=O)NCC2CCCCCC2)cc(C(=O)O)c1,47.0,0.0,,O=C(O)c1cc(NC(=O)[C@H](Cc2ccccc2F)NC(=O)c2cc3[nH]cnc3cc2C(=O)NCC2CCCCCC2)cc(C(=O)O)c1,PH-CBR-2016-001-HVAC-05724-0,PH-CBR-2016-001-HVAC-05724-0
CCC(O)(CC)c1ccc(N2CCC(Cc3ccccc3N3CCN(C)CC3)C2=O)cn1,32.0,0.0,,CCC(O)(CC)c1ccc(N2CCC(Cc3ccccc3N3CCN(C)CC3)C2=O)cn1,CE-210666,PH-CBR-2016-001-HVAC-09475-0
CC(C)(C)N[C@H]1C=CC(c2ccccc2)(c2ccccc2)C1,22.0,0.0,,CC(C)(C)N[C@H]1C=CC(c2ccccc2)(c2ccccc2)C1,PH-CBR-2016-001-HVAC-04652-0I,PH-CBR-2016-001-HVAC-04652-0I
Cn1cncc1[C@](N)(c1ccc(C#N)cc1)c1cc2cc(C#N)cc(-c3cccc(F)c3)c2o1,34.0,0.0,,Cn1cncc1[C@](N)(c1ccc(C#N)cc1)c1cc2cc(C#N)cc(-c3cccc(F)c3)c2o1,PH-CBR-2016-001-HVAC-11959-0I,PH-CBR-2016-001-HVAC-11959-0I
O=C(O)COc1cccc2c1CC[C@](O)(COC(=O)N(c1ccccc1)c1ccccc1)C2,33.0,0.0,,O=C(O)COc1cccc2c1CC[C@](O)(COC(=O)N(c1ccccc1)c1ccccc1)C2,PH-CBR-2016-001-HVAC-04764-0,PH-CBR-2016-001-HVAC-04764-0
CCCCCCCCCCCCCCNC(=O)N[C@H](CC(=O)[O-])C[N+](C)(C)C,28.0,0.0,,CCCCCCCCCCCCCCNC(=O)N[C@H](CC(=O)[O-])C[N+](C)(C)C,PH-CBR-2016-001-HVAC-00448-0,PH-CBR-2016-001-HVAC-00448-0
CC(=O)NC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,24.0,0.0,,CC(=O)NC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,PH-CBR-2016-001-HVAC-00207-0,PH-CBR-2016-001-HVAC-00207-0
CCCc1c(COc2ccc(Cc3nn[nH]n3)cc2)ccc(C(C)=O)c1O,27.0,0.0,,CCCc1c(COc2ccc(Cc3nnn[nH]3)cc2)ccc(C(C)=O)c1O,PH-CBR-2016-001-HVAC-10908-0,PH-CBR-2016-001-HVAC-10908-0
COC(C(O)=NO)C(CC(C)C)C(=O)NC(C(=O)Nc1ccccn1)C(C)(C)C,29.0,0.0,,CO[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C,PH-CBR-2016-001-HVAC-10465-0,PH-CBR-2016-001-HVAC-10465-0
CC(C(=O)O)c1cccc(NC(=O)NCC(=O)N2C(C(=O)OC(C)(C)C)CS[C@@H]2c2ccccc2F)c1,37.0,0.0,,C[C@H](C(=O)O)c1cccc(NC(=O)NCC(=O)N2[C@@H](c3ccccc3F)SC[C@H]2C(=O)OC(C)(C)C)c1,PH-CBR-2016-001-HVAC-11807-0,PH-CBR-2016-001-HVAC-11807-0
O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,20.0,0.0,,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,PH-CBR-2016-001-HVAC-07200-0,PH-CBR-2016-001-HVAC-07200-0
COc1ccnc2c1CCCCC2[S+]([O-])c1nc2ccccc2[nH]1,24.0,0.0,,COc1ccnc2c1CCCCC2S(=O)c1nc2ccccc2[nH]1,PH-CBR-2016-001-HVAC-10421-0,PH-CBR-2016-001-HVAC-10421-0
CC(C)(C)N[C@@H]1C=CC(c2ccccc2)(c2ccccc2)C1,22.0,0.0,,CC(C)(C)N[C@@H]1C=CC(c2ccccc2)(c2ccccc2)C1,PH-CBR-2016-001-HVAC-04652-0,PH-CBR-2016-001-HVAC-04652-0
CC1CC(=O)NN=C1c1ccc(N2CCN(C(=N)NCCCc3c[nH]cn3)CC2)c([N+](=O)[O-])c1,34.0,0.0,,CC1CC(=O)NN=C1c1ccc(N2CCN(C(=N)NCCCc3c[nH]cn3)CC2)c([N+](=O)[O-])c1,PH-CBR-2016-001-HVAC-11608-0,PH-CBR-2016-001-HVAC-11608-0
CC(C)(C)N1CCNC(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(F)c3)CC2)C1,29.0,0.0,,CC(C)(C)N1CCN[C@@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(F)c3)CC2)C1,PH-CBR-2016-001-HVAC-09332-0,PH-CBR-2016-001-HVAC-09332-0
CCCc1c(C(C)C)cc(C(C)C)c(C(C)O)c1-c1ccc(F)cc1,25.0,0.0,,CCCc1c(C(C)C)cc(C(C)C)c(C(C)O)c1-c1ccc(F)cc1,PH-CBR-2016-001-HVAC-05204-0,PH-CBR-2016-001-HVAC-05204-0
N#C[C@@H]1CCCN1C(=O)C(N)CN1C(=O)C2C[C@H]1CN2S(=O)(=O)c1cccc(F)c1,30.0,0.0,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CN1C(=O)[C@@H]2C[C@H]1CN2S(=O)(=O)c1cccc(F)c1,PH-CBR-2016-001-HVAC-11745-0,PH-CBR-2016-001-HVAC-11745-0
O=c1c2c(Cc3ccccc3)[nH]nc2c2cccnc2n1-c1ccccc1,27.0,0.0,,O=c1c2c(Cc3ccccc3)n[nH]c2c2cccnc2n1-c1ccccc1,PH-CBR-2016-001-HVAC-07875-0I,PH-CBR-2016-001-HVAC-07875-0I
O=P(O)(O)[C@@H](CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)O,25.0,0.0,,O=P(O)(O)[C@@H](CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)O,PH-CBR-2016-001-HVAC-04581-0I,PH-CBR-2016-001-HVAC-04581-0I
Cn1cncc1[C@@](N)(c1ccc(C#N)cc1)c1cc2cc(C#N)cc(-c3cccc(F)c3)c2o1,34.0,0.0,,Cn1cncc1[C@@](N)(c1ccc(C#N)cc1)c1cc2cc(C#N)cc(-c3cccc(F)c3)c2o1,PH-CBR-2016-001-HVAC-11959-0,PH-CBR-2016-001-HVAC-11959-0
O=P(O)(O)COc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,27.0,0.0,,O=P(O)(O)COc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,PH-CBR-2016-001-HVAC-08322-0,PH-CBR-2016-001-HVAC-08322-0
C/C=C1\CC[C@H]2[C@@H]3[C@@H](O)[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,24.0,0.0,,C/C=C1\CC[C@H]2[C@@H]3[C@@H](O)[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,IPL-576092,PH-CBR-2016-001-HVAC-02757-0
CCCCCCCCC#CCC#CCC#CCCCC(=O)NCCOCCO,28.0,0.0,,CCCCCCCCC#CCC#CCC#CCCCC(=O)NCCOCCO,PH-CBR-2016-001-HVAC-03572-0,PH-CBR-2016-001-HVAC-03572-0
COc1ccccc1Oc1c(NS(=O)(=O)/C=C/c2ccccc2)nc(-c2ncccn2)nc1OC,35.0,0.0,,COc1ccccc1Oc1c(NS(=O)(=O)/C=C/c2ccccc2)nc(-c2ncccn2)nc1OC,Nebentan potassium,PH-CBR-2016-001-HVAC-08545-0
COCC1(COC)Oc2ccc(C#N)cc2[C@@H](Nc2ccc(=O)n(C)n2)[C@@H]1O,28.0,0.0,,COCC1(COC)Oc2ccc(C#N)cc2[C@@H](Nc2ccc(=O)n(C)n2)[C@@H]1O,PH-CBR-2016-001-HVAC-04730-0,PH-CBR-2016-001-HVAC-04730-0
COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,33.0,0.0,,COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,PH-CBR-2016-001-HVAC-01230-0,PH-CBR-2016-001-HVAC-01230-0
CCCCCCNC(=O)N=C(N)NCCCN1CCN(CCCN=C(N)NC(=O)NCCCCCC)CC1,38.0,0.0,,CCCCCCNC(=O)NC(=N)NCCCN1CCN(CCCNC(=N)NC(=O)NCCCCCC)CC1,PH-CBR-2016-001-HVAC-05544-0; Ipexidine,PH-CBR-2016-001-HVAC-05544-0
CC(=O)N1C[C@H](O)CC1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1,31.0,0.0,,CC(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nc2ccccc2s1,RWJ-56423,PH-CLR-2020-004-0
COc1cc(C(=O)N2CCO[C@](CCN3CCC4(CC3)c3ccccc3C[S+]4[O-])(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,45.0,0.0,,COc1cc(C(=O)N2CCO[C@](CCN3CCC4(CC3)c3ccccc3CS4=O)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,CS-003,PH-CBR-2016-001-HVAC-11002-0
COc1cccc([C@H]2OC(CC(=O)N3CCC(CC(=O)O)CC3)C(=O)N(CC(C)(C)CO)c3ccc(Cl)cc32)c1OC,42.0,0.0,,COc1cccc([C@H]2O[C@H](CC(=O)N3CCC(CC(=O)O)CC3)C(=O)N(CC(C)(C)CO)c3ccc(Cl)cc32)c1OC,,SP-16024-085
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,33.0,0.0,,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,AZ-599,SP-16124-015
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cccnc12,23.0,0.0,,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cccnc12,D-4418,SP-12910-045-A
CCCn1c(C(C)N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)nc2ccccc2c1=O,32.0,0.0,,CCCn1c(C(C)N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)nc2ccccc2c1=O,VRT-422,SP-16251-002
CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,27.0,0.0,,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,GFT-505,S3720
CCOC(=O)OC(C)OC(=O)CNC(=O)C(CSSC[C@@H](N)CCSC)Cc1ccccc1,33.0,0.0,,CCOC(=O)OC(C)OC(=O)CNC(=O)[C@@H](CSSC[C@@H](N)CCSC)Cc1ccccc1,PL-37,SP-16948-062
Cc1ccc2c(c1)nc1cc(Nc3ccc(Cl)cc3)c(=N)cc-1n2-c1ccc(Cl)cc1,31.0,0.0,,Cc1ccc2c(c1)nc1cc(Nc3ccc(Cl)cc3)c(=N)cc-1n2-c1ccc(Cl)cc1,,SP-16985-083
CCCCOC(=O)COc1cc(-c2ccccc2S(C)(=O)=O)ccc1CCNS(=O)(=O)c1cc(C(N)=NO)ccc1O,42.0,0.0,,CCCCOC(=O)COc1cc(-c2ccccc2S(C)(=O)=O)ccc1CCNS(=O)(=O)c1cc(/C(N)=N\O)ccc1O,KFA-1982,SP-16705-055
CCNC(=O)NC(=O)C(C)OC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccc(OC)c(OC)c1)CC2,37.0,0.0,,CCNC(=O)NC(=O)C(C)OC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccc(OC)c(OC)c1)CC2,1E7-03,SP-16129-027
CC(=O)N1CCC(C(=O)N(CCCN2CCC(Cc3ccc(C(N)=O)cc3)CC2)c2ccc(C)c(Cl)c2)CC1,39.0,0.0,,CC(=O)N1CCC(C(=O)N(CCCN2CCC(Cc3ccc(C(N)=O)cc3)CC2)c2ccc(C)c(Cl)c2)CC1,TAK-220,SP-16120-056
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,42.0,0.0,,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,AKR-501,SP-17717-085
O=C1C=CC(O)(c2cc3ccccc3n2S(=O)(=O)c2ccccc2)C=C1,26.0,0.0,,O=C1C=CC(O)(c2cc3ccccc3n2S(=O)(=O)c2ccccc2)C=C1,BW-114,SP-16985-087
Cc1c2cc[n+]([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)cc2c(C)c2c1[nH]c1ccc(O)cc12,29.0,0.0,,Cc1c2cc[n+]([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)cc2c(C)c2c1[nH]c1ccc(O)cc12,Ellipravin,SP-16094-071
CCOC(=O)C1=C(c2ccccc2)c2ccc(OCCCc3ccccc3)cc2/C1=[N+](\C)[O-],33.0,0.0,,CCOC(=O)C1=C(c2ccccc2)c2ccc(OCCCc3ccccc3)cc2/C1=[N+](\C)[O-],KR-62776,SP-16027-045
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)c1cc(=O)[nH]c(=O)[nH]1,28.0,0.0,,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1cc(=O)[nH]c(=O)[nH]1,orotirelin,SP-17717-070
O=C1NCCN1C1CCN(CC[C@H]2COc3ccccc3O2)CC1,24.0,0.0,,O=C1NCCN1C1CCN(CC[C@H]2COc3ccccc3O2)CC1,azaloxan,SP-16703-068-P1
COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1N1CCC(N2CCCC2)CC1,40.0,0.0,,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1N1CCC(N2CCCC2)CC1,balamapimod,SP-17581-086
CC[C@H](C)C1C(=O)NC(C2Cc3ccccc3C2)C(=O)N1C(C(=O)N1CCOCC1)c1ccc(C)nc1C,38.0,0.0,,CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@H](C(=O)N1CCOCC1)c1ccc(C)nc1C,epelsiban,SP-16701-079-A
COc1ccc(C(=O)Nc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(C(F)(F)F)nc12,28.0,0.0,,COc1ccc(C(=O)Nc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(C(F)(F)F)nc12,SCH 351591,SP-16705-057
CCCNc1nc(NC)nc2cc(-n3ccc(CCC(=O)NCCN4CCCCC4)c3)ccc12,34.0,0.0,,CCCNc1nc(NC)nc2cc(-n3ccc(CCC(=O)NCCN4CCCCC4)c3)ccc12,KF 66854,SP-17588-080
Cc1ccc2c(c1)nc1cc(Nc3ccc(Cl)cc3)/c(=N/C3CCCCCCC3)cc-1n2-c1ccc(Cl)cc1,39.0,0.0,,Cc1ccc2c(c1)nc1cc(Nc3ccc(Cl)cc3)/c(=N/C3CCCCCCC3)cc-1n2-c1ccc(Cl)cc1,OPC-37306,SP-16985-084
COCCOCC(CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)O,28.0,0.0,,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)O,CANDOXATRILAT,SP-14477-016
COc1ccc(/C=C2\C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc1OC,27.0,0.0,,COc1ccc(/C=C2\C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc1OC,Kaerophyllin,SP-12918-023
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,39.0,0.0,,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,CMX157,SP-16028-095
O=C(O)CCNC(=O)c1ccc(C2CCCC2c2cnc(-c3ccc(C(F)(F)F)cc3)nc2)cc1,35.0,0.0,,O=C(O)CCNC(=O)c1ccc(C2CCCC2c2cnc(-c3ccc(C(F)(F)F)cc3)nc2)cc1,PF-06291874,SP-16111-073
CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(=O)[nH]c1C,23.0,0.0,,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(=O)[nH]c1C,L 697661,SP-16093-016
CCN(C)C(=O)c1ccc2c(C(=Nc3ccc(CN4CCCCC4)cc3)c3ccccc3)c(O)[nH]c2c1,37.0,0.0,,CCN(C)C(=O)c1ccc2c(c1)NC(=O)/C2=C(/Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,BIBF-0775,SP-16118-025
C=CCC(C(O)=NO)C(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC,28.0,0.0,,C=CC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC,BB1101,S150096-029
CCNC(=O)Nc1cccc([C@@H](Cc2ccncc2)c2ccc(OC)c(OC3CCCC3)c2)c1,34.0,0.0,,CCNC(=O)Nc1cccc([C@@H](Cc2ccncc2)c2ccc(OC)c(OC3CCCC3)c2)c1,CT-2450(1),S150081-19
COc1ccc(C2(CCCN(C)C)OCc3cc(C#N)ccc32)cc1,25.0,0.0,,COc1ccc(C2(CCCN(C)C)OCc3cc(C#N)ccc32)cc1,DA-8031,B160040-023A1
COc1ccc(C2=NN(Cc3cccc(NC(=O)OCCCN(C)C)c3)C(=O)SC2)cc1OC,34.0,0.0,,COc1ccc(C2=NN(Cc3cccc(NC(=O)OCCCN(C)C)c3)C(=O)SC2)cc1OC,EMD-94283,B160040-015A1
CC1(C)OCC(COC(=O)C(Cc2ccccc2)NC(Cc2ccccc2)C(=O)NCCC(=O)O)O1,36.0,0.0,,CC1(C)OCC(COC(=O)C(Cc2ccccc2)N[C@@H](Cc2ccccc2)C(=O)NCCC(=O)O)O1,Sch-34826,B150217-049
N=C(N)Nc1ccc(C(=O)Oc2ccc(S(N)(=O)=O)cc2)cc1,23.0,0.0,,N=C(N)Nc1ccc(C(=O)Oc2ccc(S(N)(=O)=O)cc2)cc1,Ono-3307,ENB201013-015-1
CCCCCCCCC1OOC(CCCCCCCC(=O)OC)O1,24.0,0.0,,CCCCCCCCC1OOC(CCCCCCCC(=O)OC)O1,ALPHAMIR,S150079-55
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCN(C(=N)N)CC1,33.0,0.0,,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCN(C(=N)N)CC1,L 373890,S150097-008-P2
CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,28.0,0.0,,CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,Imanixil,B150233-024-1
CCn1nnn(CCN2CC[C@@H](N(C(=O)COC)c3ccccc3F)[C@@H](C)C2)c1=O,30.0,0.0,,CCn1nnn(CCN2CC[C@@H](N(C(=O)COC)c3ccccc3F)[C@@H](C)C2)c1=O,Brifentanil,B150238-013
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,23.0,0.0,,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,tolciclate,B150216-030
O=c1[nH]c(=O)n(Cc2ccc(OC/C=C/COc3ccc(Cn4oc(=O)[nH]c4=O)cc3)cc2)o1,34.0,0.0,,O=c1[nH]c(=O)n(Cc2ccc(OC/C=C/COc3ccc(Cn4oc(=O)[nH]c4=O)cc3)cc2)o1,YM-440,B160002-15
CCCOC(=O)NC(C(=O)N1CCCC1C(=O)NC[C@H]1CC[C@H](N)CC1)C(C)(C)SC(C)C,33.0,0.0,,CCCOC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1)C(C)(C)SC(C)C,MCC-977,B140237-041
CS(=O)(=O)c1ccc(/C(=C2\CCOC2=O)c2ccc(Br)cc2)cc1,24.0,0.0,,CS(=O)(=O)c1ccc(/C(=C2\CCOC2=O)c2ccc(Br)cc2)cc1,BMS-347070,B160024-24
CON1CCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,24.0,0.0,,CON1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,E-5110,S150097-012
Cc1cc(Cl)cc2nc(N3CCCNCC3)oc12,18.0,0.0,,Cc1cc(Cl)cc2nc(N3CCCNCC3)oc12,ME-3412,2209565
CNC1Cc2ccccc2N(C)c2ccccc21,18.0,0.0,,CNC1Cc2ccccc2N(C)c2ccccc21,METAPRAMINE,M225830
O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,32.0,0.0,,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,CP-105696,B150205-27-1
CC1=C(C#N)[C@@H](c2ccc(C#N)cc2S(C)(=O)=O)N(C)C(=O)N1c1cccc(C(F)(F)F)c1,33.0,0.0,,CC1=C(C#N)[C@@H](c2ccc(C#N)cc2S(C)(=O)=O)N(C)C(=O)N1c1cccc(C(F)(F)F)c1,BAY-85-8501,B160127-10
COc1ccccc1-c1nc(Nc2ccccc2)cn1-c1ccccc1OC,28.0,0.0,,COc1ccccc1-c1nc(Nc2ccccc2)cn1-c1ccccc1OC,MC-5,B140335-040
COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,28.0,0.0,,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,TISOCROMIDE,B150217-056
COC(Cc1ccc(NC(C)=O)cc1)C(=O)O,17.0,0.0,,CO[C@@H](Cc1ccc(NC(C)=O)cc1)C(=O)O,GED-0507-34,B160067-008
Cn1ncc2cc(-c3cc(CCC(=O)O)cc(N)c3OC3Cc4ccccc4C3)ccc21,32.0,0.0,,Cn1ncc2cc(-c3cc(CCC(=O)O)cc(N)c3OC3Cc4ccccc4C3)ccc21,AK-106-001616,B160016-040
Cc1ccc(F)cc1[C@@H]1C/C(=N\N=C(N)N)c2c(C)ccnc2C1,24.0,0.0,,Cc1ccc(F)cc1[C@@H]1C/C(=N\NC(=N)N)c2c(C)ccnc2C1,T162559,B140237-051
CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OC[C@@H](O)CO,33.0,0.0,,CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OC[C@@H](O)CO,884778,CBR-HVAC-12063
O=C(O)C1(c2ccc3c(c2)OC[C@@H](Cc2ccc(-c4ccccc4)cc2)[C@@H]3O)CCCC1,32.0,0.0,,O=C(O)C1(c2ccc3c(c2)OC[C@@H](Cc2ccc(-c4ccccc4)cc2)[C@@H]3O)CCCC1,CP-105696,B150205-27-2
CCNC(=O)c1nc(-c2ccnn2-c2ccc(C#N)cc2)c(C)n(-c2cccc(C(F)(F)F)c2)c1=O,36.0,0.0,,CCNC(=O)c1nc(-c2ccnn2-c2ccc(C#N)cc2)c(C)n(-c2cccc(C(F)(F)F)c2)c1=O,AZD-9819,B160095-010
