std_smiles,heavy_atom_count,pains_alert_count,pains_alert_names,smiles,name,source_id
O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,20.0,0.0,,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,Tasisulam sodium,A13070
COc1cc2c(cc1OC)[C@@H]1CN(C)CC[C@@H]1N=C2c1ccc(NC(C)=O)cc1,29.0,0.0,,COc1cc2c(cc1OC)[C@@H]1CN(C)CC[C@@H]1N=C2c1ccc(NC(C)=O)cc1,Benafentrine dimaleate,35135-01-4
CSc1ccc(CC(C)N)cc1,12.0,0.0,,CSc1ccc(CC(C)N)cc1,METHYLTHIOAMFETAMINE,11555
CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O,21.0,0.0,,CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O,sodium aceneuramate,16091
O=C(O)CC/C=C\CC[C@@H]1C(N2CCOCC2)C(=O)C[C@@H]1OCc1ccc(-c2ccccc2)cc1,35.0,0.0,,O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)CC(=O)[C@@H]1N1CCOCC1,AH-23848,19023
CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OCC2=CC=CC[C@H](O)/C(C)=C\[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)C(OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,72.0,0.0,,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C\[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)C(OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,fidaxomicin,15503
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(N)=O,25.0,0.0,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(N)=O,"S-trans,trans-Farnesylthiosalicylamide",13175
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,18.0,0.0,,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,fialuridine,15867
Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc(N)c1N1CCOCC1,31.0,0.0,,Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc(N)c1N1CCOCC1,BAY-41-8543,10011131
CC(=O)Oc1ccccc1C(=O)Oc1c(C)occc1=O,21.0,0.0,,CC(=O)Oc1ccccc1C(=O)Oc1c(C)occc1=O,aspalatone,13644
COc1ccc(/C=C(\C#N)c2cccnc2)cc1OC,20.0,0.0,,COc1ccc(/C=C(\C#N)c2cccnc2)cc1OC,RG 13022,10010309
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,33.0,0.0,,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,GW-590735,10009880
CC(C)N(CCc1c[nH]c2ccccc12)C(C)C,18.0,0.0,,CC(C)N(CCc1c[nH]c2ccccc12)C(C)C,DIPT,11550
O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O,16.0,0.0,,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O,kifunensine,10009437
C=C1C[C@@H](O)[C@H](/C=C/[C@@H](O)C(C)(C)CCCC)[C@H]1C/C=C\CCCC(=O)O,27.0,0.0,,C=C1C[C@@H](O)[C@H](/C=C/[C@@H](O)C(C)(C)CCCC)[C@H]1C/C=C\CCCC(=O)O,Meteneprost,14420
CCc1ccccc1-n1c(C)nc2ccccc2c1=O,20.0,0.0,,C=C1Nc2ccccc2C(=O)N1c1ccccc1CC,ETAQUALONE,11152
O=c1[nH]c(O)c(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)s1,27.0,0.0,,Oc1nc(O)c(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)s1,netoglitazone,70735
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,26.0,0.0,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,"omega-3-acid ethyl esters, Pronova",9090310
c1ccc(Oc2cccnc2)cc1,13.0,0.0,,c1ccc(Oc2cccnc2)cc1,CI-844,26115
COc1cc(Cl)cc(C(C)Nc2cc(N3CCNCC3)ccc2S(C)(=O)=O)c1OC,30.0,0.0,,COc1cc(Cl)cc(C(C)Nc2cc(N3CCNCC3)ccc2S(C)(=O)=O)c1OC,PRX-07034,H025-0367C
CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,15.0,0.0,,CN[C@@H]1Cc2cccc3nc(O)n(c23)C1,SUMANIROLE,SML1087
C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,21.0,0.0,,C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,Y-39983,KB-81518
Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1,22.0,0.0,,Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1,lorcinadol,41666246
COc1cc(CN2CCN(c3ccc(F)cc3)CC2)cc(OC)c1OC,26.0,0.0,,COc1cc(CN2CCN(c3ccc(F)cc3)CC2)cc(OC)c1OC,V-51,5259117
CC(C=NN=C(N)N)=NN=C(N)N,13.0,0.0,,C=C(/C=N/NC(=N)N)NNC(=N)N,Mitoguazone,ENB200535
CCN(CC)CCNC(=O)c1ccccc1O,17.0,0.0,,CCN(CC)CCNC(=O)c1ccccc1O,SALETHAMIDE,Z68118006
NC(=O)OCC(O)c1ccccc1,13.0,0.0,,NC(=O)OCC(O)c1ccccc1,STYRAMATE,Z1198155491
O=c1ccc2ncc(=O)n3c2n1CC3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,33.0,0.0,,O=c1ccc2ncc(=O)n3c2n1CC3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,Gepotidacin,Z2074660778
C=C(C)Cn1c(N)cc(=O)n(C)c1=O,14.0,0.0,,C=C(C)Cn1c(N)cc(=O)n(C)c1=O,AMISOMETRADINE,EN300-208762
N[C@@H](Cc1ccccn1)c1ccccc1,15.0,0.0,,N[C@@H](Cc1ccccn1)c1ccccc1,Lanicemine hydrochloride,EN300-152521
NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,22.0,0.0,,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,fluprazine,Z432843176
Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1,26.0,0.0,,Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1,piketoprofen,Z1537384907
O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,24.0,0.0,,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,BEFURALINE,Z27763746
O=C(/C=C/c1cccc(F)c1)NC1CC1,15.0,0.0,,O=C(/C=C/c1cccc(F)c1)NC1CC1,cinflumide,Z32368088
CC(CCc1ccc2c(c1)OCO2)NN,15.0,0.0,,CC(CCc1ccc2c(c1)OCO2)NN,SAFRAZINE,EN300-204750
CCCCC(F)(F)[C@@]1(O)CC[C@@H]2C(CCCCCCC(=O)O)C(=O)C[C@H]2O1,27.0,0.0,,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@H](CCCCCCC(=O)O)C(=O)C[C@H]2O1,Lubiprostone,Z2178862053
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,25.0,0.0,,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,Piclamilast,Z1629094848
C[C@@H]1NC(=O)CO[C@H]1c1ccccc1,14.0,0.0,,C[C@@H]1NC(=O)CO[C@H]1c1ccccc1,FENMETRAMIDE,EN300-213088
O=C1CCC(NC(=O)Cc2ccccc2)C(=O)N1,18.0,0.0,,O=C1CCC(NC(=O)Cc2ccccc2)C(=O)N1,antineoplaston A10,Z1269639659
Cc1cccc(C)c1NC(=O)N=C1CCCN1C,18.0,0.0,,Cc1cccc(C)c1NC(=O)NC1=CCCN1C,Xilobam,Z203043368
NCC1CC(=O)N(Cc2ccccc2)C1,15.0,0.0,,NCC1CC(=O)N(Cc2ccccc2)C1,nebracetam,EN300-118105
Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,20.0,0.0,,Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,Chinoin-170,Z164701248
O=C(O)c1ccccc1NCCc1ccccc1,18.0,0.0,,O=C(O)c1ccccc1NCCc1ccccc1,enfenamic acid,Z381346304
CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSCC1C(=O)O,21.0,0.0,,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSCC1C(=O)O,Timofibrate,Z398944758
FC(F)(F)c1cccc(C2CNCCO2)c1,16.0,0.0,,FC(F)(F)c1cccc(C2CNCCO2)c1,Flumexadol,Z397586650
CCC1(CC)C(=O)NC(=O)N(C)C1=O,14.0,0.0,,CCC1(CC)C(=O)NC(=O)N(C)C1=O,METHARBITAL,Z1198155420
CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,22.0,0.0,,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,ibuprofen piconol,Z1537603096
CCCCCCCC(=O)c1ccc(O)c(C(=O)O)c1,19.0,0.0,,CCCCCCCC(=O)c1ccc(O)c(C(=O)O)c1,beta-Lipohydroxy acid,ENI141
CCCCN1C(=O)C(=O)N(CCCC)C1=S,16.0,0.0,,CCCCN1C(=O)C(=O)N(CCCC)C1=S,MERODANTOIN,BML-AP500
O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,17.0,0.0,,O=[N+]([O-])c1c(Cl)c(Cl)cc2nc(O)c(O)nc12,Licostinel,ALX-550-228
Nc1n[n+](-c2ccc(Cl)c(Cl)c2)no1,14.0,0.0,,Nc1n[n+](-c2ccc(Cl)c(Cl)c2)no1,GEA 3162,ALX-430-004
CC1=CCC[C@H]2[C@](C)(Cc3cc(O)ccc3O)[C@@H](C)CC[C@]12C,23.0,0.0,,CC1=CCC[C@H]2[C@](C)(Cc3cc(O)ccc3O)[C@@H](C)CC[C@]12C,Avarol,ALX-350-319
CC(C)CC(NC(Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O,28.0,0.0,,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O,MLN-4760,EC-000.2483
Cc1nc(C)c(N(C)C)nc1C,12.0,0.0,,Cc1nc(C)c(N(C)C)nc1C,TRIAMPYZINE,FCH842438
Clc1ccc(OCC2CCN2)cn1,13.0,0.0,,Clc1ccc(OCC2CCN2)cn1,TEBANICLINE,FCH1805412
NC(=O)CN1Cc2ccccc2OC1=O,15.0,0.0,,NC(=O)CN1Cc2ccccc2OC1=O,caroxazone,FCH1690289
Cc1ncccc1OCC1CCCN1,14.0,0.0,,Cc1ncccc1OCC1CCCN1,Pozanicline hydrochloride,FCH1814709
CCOC(=O)c1ccccc1OC(N)=O,15.0,0.0,,CCOC(=O)c1ccccc1OC(N)=O,4003/2,FCH1690356
CC(=O)NC(=O)c1ccccc1O,13.0,0.0,,CC(=O)NC(=O)c1ccccc1O,SALACETAMIDE,500008105
C=CC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C=C)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C,42.0,0.0,,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C=C)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C,HEME ARGINATE,500068093
O=C(CO)Nc1ccc([As](=O)(O)O)cc1,15.0,0.0,,O=C(CO)Nc1ccc([As](=O)(O)O)cc1,,502045175
CN1CCCC(=C(c2cccs2)c2cccs2)C1,18.0,0.0,,CN1CCCC(=C(c2cccs2)c2cccs2)C1,TIPEPIDINE,500021753
CC(=O)Nc1ccc(OC(C)(C)C)cc1,15.0,0.0,,CC(=O)Nc1ccc(OC(C)(C)C)cc1,BUTACETIN,100017519
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,25.0,0.0,,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,Polythiazide,346-18-9
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,18.0,0.0,,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,Quinethazone,73-49-4
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,33.0,0.0,,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,ioversol,87771-40-2
O=C(c1ccc(Cl)o1)N1CC2CNCC2C1,16.0,0.0,,O=C(c1ccc(Cl)o1)N1CC2CNCC2C1,AZD-1446,KG-0039
C=C(NNC(=S)NNC(=S)Nc1ccccc1Cl)c1ccccn1,24.0,0.0,,C=C(NNC(=S)NNC(=S)Nc1ccccc1Cl)c1ccccn1,348U87,MS-0738
Nc1ccn(C2CCC(CO)O2)c(=O)n1,15.0,0.0,,Nc1ccn(C2CCC(CO)O2)c(=O)n1,zalcitabine,D3212
CN(CC1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,35.0,0.0,,CN(CC1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,"c-Met inhibitor, Merck",M4004
O=[N+]([O-])/C(Br)=C\c1ccc(Br)o1,12.0,0.0,,O=[N+]([O-])/C(Br)=C\c1ccc(Br)o1,Dermofural,LT00894715
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)cc1,28.0,0.0,,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)cc1,PLX-647,HY-13838
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,29.0,0.0,,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,Pexidartinib,HY-16749
CON=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1,27.0,0.0,,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1,pafuramidine,SP-0017153-2
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,16.0,0.0,,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,Treosulfan,HY-16503
CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,34.0,0.0,,CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,Motolimod,EB2212531-023A1
CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,20.0,0.0,,CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,Voxtalisib hydrochloride,HY-15900
CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCc2cc(-c3ccsc3)cs2)c1,31.0,0.0,,CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCc2cc(-c3ccsc3)cs2)c1,NB 598,HY-16343
Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,24.0,0.0,,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,Vipadenant,HY-10857
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,41.0,0.0,,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,quiflapon,HY-10037
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,27.0,0.0,,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,"riboflavin (0.1%), Avedro",219103.obs1151211
Cn1c(-c2ccccc2)nnc1S(C)(=O)=O,16.0,0.0,,Cn1c(-c2ccccc2)nnc1S(C)(=O)=O,MDL-27531,2630816
Cc1nc(C)c(Cl)c(NS(=O)(=O)c2ccc(N)cc2)n1,20.0,0.0,,Cc1nc(C)c(Cl)c(NS(=O)(=O)c2ccc(N)cc2)n1,SULFACLOMIDE,OSSL_312404
O=S(=O)(O)c1cc(O)c(S(=O)(=O)O)cc1O,16.0,0.0,,O=S(=O)(O)c1cc(O)c(S(=O)(=O)O)cc1O,diethylamine persilate,OSSL_312571
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,17.0,0.0,,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,PHENYL AMINOSALICYLATE,OSSL_080394
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,25.0,0.0,,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,ceftizoxime,STL451006
NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,21.0,0.0,,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1,HI-6,OSSL_751154
CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],18.0,0.0,,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],Propatyl nitrate,EX119
C#CCC(c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F,38.0,0.0,,C#CCC(c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F,ARQ-621,S7355
COCC(NC(=O)c1cnc(C)s1)C(=O)NC(COC)C(=O)NC(Cc1ccccc1)C(=O)C1(C)CO1,37.0,0.0,,COC[C@H](NC(=O)c1cnc(C)s1)C(=O)N[C@@H](COC)C(=O)N[C@@H](Cc1ccccc1)C(=O)C1(C)CO1,oprozomib,S7049
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,27.0,0.0,,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,Afuresertib,S7521
Cc1nc2cc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)ccc2[nH]1,27.0,0.0,,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,CH-5183284,T6024
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,35.0,0.0,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,Defactinib hydrochloride,S7654
CC(C)C1C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)N1C,42.0,0.0,,CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,"2-((2S,5R,8S,11S)-5-Benzyl-11-(3-guanidinopropyl)-8-isopropyl-7-methyl-3,6,9,12,15-pentaoxo-1,4,7,10,13-pentaazacyclopentadecan-2-yl)acetic acid; Cilengitide",3545571331
Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,37.0,0.0,,Cc1ccc(C(=O)N(CCCN)/C(=C2\Nc3cc(Cl)ccc3C(=O)N2Cc2ccccc2)C(C)C)cc1,ispinesib mesylate,S1452
CN1CCN(C(=O)C2C3CCC(O3)C2C(=O)O)CC1,19.0,0.0,,CN1CCN(C(=O)C2C3CCC(O3)C2C(=O)O)CC1,EMPM,S7537
O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,40.0,0.0,,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,CB-839,kCAU202
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,33.0,0.0,,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,Poziotinib,S7358
Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,31.0,0.0,,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,RG-7842,S7554
Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,30.0,0.0,,Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,EW-7197,Vactosertib
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,28.0,0.0,,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,riviciclib,S8058
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,26.0,0.0,,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,Trelagliptin succinate,AR-0091-007
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,32.0,0.0,,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,LY-2584702,S7698
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,35.0,0.0,,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,Pacritinib,S8057
N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,30.0,0.0,,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,PF-03882845,PZ0031
C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5nc6nc7ccccc7n6cc5C[C@]4(C)[C@H]3CC[C@@]21C,33.0,0.0,,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5nc6nc7ccccc7n6cc5C[C@]4(C)[C@H]3CC[C@@]21C,WIN 51708,W103
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,21.0,0.0,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,T-2007,CBR-HVAC-07744M1
CC(C)N1CCN(C(C)C)C(=C2NCCN2)C1,17.0,0.0,,CC(C)N1CCN(C(C)C)C(=C2NCCN2)C1,S 22068,A002830682
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,19.0,0.0,,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,PROCLONOL,A001576078
C[S+]([O-])CC(=O)c1ccccn1,12.0,0.0,,CS(=O)CC(=O)c1ccccn1,OXISURAN,A001201708
CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1C(=O)O,20.0,0.0,,CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1C(=O)O,FLUFENISAL,A000050765
Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,18.0,0.0,,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,Pelrinone hydrochloride,A002839437
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)c(Cl)c1,18.0,0.0,,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,Chlorproguanil hydrochloride,PH012792
CCOC(=O)Cc1ccc(-c2ccccc2)cc1,18.0,0.0,,CCOC(=O)Cc1ccc(-c2ccccc2)cc1,LM-001,A000379137
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,18.0,0.0,,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,CHRYSAROBIN,A000528873
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,20.0,0.0,,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,PHENINDAMINE,A001025678
CC(C)C12C=CC(C)(CC1)OO2,12.0,0.0,,CC(C)C12C=CC(C)(CC1)OO2,ASCARIDOLE,A000039122
COC1=CC(=O)OC1C(O)c1ccc(Cl)cc1Cl,18.0,0.0,,COC1=CC(=O)OC1C(O)c1ccc(Cl)cc1Cl,AO-78,A001095257
COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,26.0,0.0,,COc1ccnc(CS(=O)c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,ilaprazole,AT-36472
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,30.0,0.0,,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,delafloxacin,AT-48381
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,33.0,0.0,,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,CEFDITOREN,AT-20807
COC(=O)CCC[N+](C)(C)C,11.0,0.0,,COC(=O)CCC[N+](C)(C)C,Carpronium chloride,AT-22050
CSc1ccccc1OCC(O)CNC(C)C,17.0,0.0,,CSc1ccccc1OCC(O)CNC(C)C,tiprenolol,ABA-9477740
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,27.0,0.0,,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Tedizolid,A11591
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,30.0,0.0,,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,Cobimetinib,A11441
